year,area_fips,COUNTY_NAME,ind_code,ag_jobs
2009,061,KIOWA,11,350.2
2010,061,KIOWA,11,359.8
2011,061,KIOWA,11,369.4
2012,061,KIOWA,11,379
2013,061,KIOWA,11,391.4
2014,061,KIOWA,11,403.8
2015,061,KIOWA,11,416.2
2016,061,KIOWA,11,428.6
2017,061,KIOWA,11,441
2018,061,KIOWA,11,442.6
2019,061,KIOWA,11,444.2
2020,061,KIOWA,11,445.8
2021,061,KIOWA,11,447.4
2022,061,KIOWA,11,449
2023,061,KIOWA,11,449
2024,061,KIOWA,11,449
2001,063,KIT CARSON,11,882
2002,063,KIT CARSON,11,882
2003,063,KIT CARSON,11,842.6
2004,063,KIT CARSON,11,803.2
2005,063,KIT CARSON,11,763.8
2006,063,KIT CARSON,11,724.4
2007,063,KIT CARSON,11,685
2008,063,KIT CARSON,11,710.6
2009,063,KIT CARSON,11,736.2
2010,063,KIT CARSON,11,761.8
2011,063,KIT CARSON,11,787.4
2012,063,KIT CARSON,11,813
2013,063,KIT CARSON,11,807.8
2014,063,KIT CARSON,11,802.6
2015,063,KIT CARSON,11,797.4
2016,063,KIT CARSON,11,792.2
2017,063,KIT CARSON,11,787
2018,063,KIT CARSON,11,857
2019,063,KIT CARSON,11,927
2020,063,KIT CARSON,11,997
2021,063,KIT CARSON,11,1067
2022,063,KIT CARSON,11,1137
2023,063,KIT CARSON,11,1137
2024,063,KIT CARSON,11,1137
2001,065,LAKE,11,14
2002,065,LAKE,11,14
2003,065,LAKE,11,12.6
2004,065,LAKE,11,11.2
2005,065,LAKE,11,9.8
2006,065,LAKE,11,8.399999999999999
2007,065,LAKE,11,7
2008,065,LAKE,11,8
2009,065,LAKE,11,9
2010,065,LAKE,11,10
2011,065,LAKE,11,11
2012,065,LAKE,11,12
2013,065,LAKE,11,12.8
2014,065,LAKE,11,13.6
2015,065,LAKE,11,14.4
2016,065,LAKE,11,15.2
2017,065,LAKE,11,16
2018,065,LAKE,11,16.2
2019,065,LAKE,11,16.4
2020,065,LAKE,11,16.6
2021,065,LAKE,11,16.8
2022,065,LAKE,11,17
2023,065,LAKE,11,17
2024,065,LAKE,11,17
2001,067,LA PLATA,11,710
2002,067,LA PLATA,11,710
2003,067,LA PLATA,11,685.4
2004,067,LA PLATA,11,660.8
2005,067,LA PLATA,11,636.2
2006,067,LA PLATA,11,611.6
2007,067,LA PLATA,11,587
2008,067,LA PLATA,11,623.4
2009,067,LA PLATA,11,659.8
2010,067,LA PLATA,11,696.2
2011,067,LA PLATA,11,732.6
2012,067,LA PLATA,11,769
2013,067,LA PLATA,11,773.2
2014,067,LA PLATA,11,777.4
2015,067,LA PLATA,11,781.6
2016,067,LA PLATA,11,785.8
2017,067,LA PLATA,11,790
2018,067,LA PLATA,11,843.8
2019,067,LA PLATA,11,897.6
2020,067,LA PLATA,11,951.4
2021,067,LA PLATA,11,1005.2
2022,067,LA PLATA,11,1059
2023,067,LA PLATA,11,1059
2024,067,LA PLATA,11,1059
2001,069,LARIMER,11,1378
2002,069,LARIMER,11,1378
2003,069,LARIMER,11,1370
2004,069,LARIMER,11,1362
2005,069,LARIMER,11,1354
2006,069,LARIMER,11,1346
2007,069,LARIMER,11,1338
2008,069,LARIMER,11,1356.2
2009,069,LARIMER,11,1374.4
2010,069,LARIMER,11,1392.6
2011,069,LARIMER,11,1410.8
2012,069,LARIMER,11,1429
2013,069,LARIMER,11,1523.6
2014,069,LARIMER,11,1618.2
2015,069,LARIMER,11,1712.8
2016,069,LARIMER,11,1807.4
2017,069,LARIMER,11,1902
2018,069,LARIMER,11,1953.8
2019,069,LARIMER,11,2005.6
2020,069,LARIMER,11,2057.4
2021,069,LARIMER,11,2109.2
2022,069,LARIMER,11,2161
2023,069,LARIMER,11,2161
2024,069,LARIMER,11,2161
2001,071,LAS ANIMAS,11,449
2002,071,LAS ANIMAS,11,449
2003,071,LAS ANIMAS,11,433
2004,071,LAS ANIMAS,11,417
2005,071,LAS ANIMAS,11,401
2006,071,LAS ANIMAS,11,385
2007,071,LAS ANIMAS,11,369
2008,071,LAS ANIMAS,11,383.8
2009,071,LAS ANIMAS,11,398.6
2010,071,LAS ANIMAS,11,413.4
2011,071,LAS ANIMAS,11,428.2
2012,071,LAS ANIMAS,11,443
2013,071,LAS ANIMAS,11,461.4
2014,071,LAS ANIMAS,11,479.8
2015,071,LAS ANIMAS,11,498.2
2016,071,LAS ANIMAS,11,516.6
2017,071,LAS ANIMAS,11,535
2018,071,LAS ANIMAS,11,531.2
2019,071,LAS ANIMAS,11,527.4
2020,071,LAS ANIMAS,11,523.6
2021,071,LAS ANIMAS,11,519.8
2022,071,LAS ANIMAS,11,516
2023,071,LAS ANIMAS,11,516
2024,071,LAS ANIMAS,11,516
2001,073,LINCOLN,11,442
2002,073,LINCOLN,11,442
2003,073,LINCOLN,11,433.8
2004,073,LINCOLN,11,425.6
2005,073,LINCOLN,11,417.4
2006,073,LINCOLN,11,409.2
2007,073,LINCOLN,11,401
2008,073,LINCOLN,11,397
2009,073,LINCOLN,11,393
2010,073,LINCOLN,11,389
2011,073,LINCOLN,11,385
2012,073,LINCOLN,11,381
2013,073,LINCOLN,11,394.8
2014,073,LINCOLN,11,408.6
2015,073,LINCOLN,11,422.4
2016,073,LINCOLN,11,436.2
2017,073,LINCOLN,11,450
2018,073,LINCOLN,11,472.4
2019,073,LINCOLN,11,494.8
2020,073,LINCOLN,11,517.2
2021,073,LINCOLN,11,539.6
2022,073,LINCOLN,11,562
2023,073,LINCOLN,11,562
2024,073,LINCOLN,11,562
2001,075,LOGAN,11,1051
2002,075,LOGAN,11,1051
2003,075,LOGAN,11,1030
2004,075,LOGAN,11,1009
2005,075,LOGAN,11,988
2006,075,LOGAN,11,967
2007,075,LOGAN,11,946
2008,075,LOGAN,11,929.2
2009,075,LOGAN,11,912.4
2010,075,LOGAN,11,895.6
2011,075,LOGAN,11,878.8
2012,075,LOGAN,11,862
2013,075,LOGAN,11,894.6
2014,075,LOGAN,11,927.2
2015,075,LOGAN,11,959.8
2016,075,LOGAN,11,992.4
2017,075,LOGAN,11,1025
2018,075,LOGAN,11,1059.8
2019,075,LOGAN,11,1094.6
2020,075,LOGAN,11,1129.4
2021,075,LOGAN,11,1164.2
2022,075,LOGAN,11,1199
2023,075,LOGAN,11,1199
2024,075,LOGAN,11,1199
2001,077,MESA,11,1267
2002,077,MESA,11,1267
2003,077,MESA,11,1262.4
2004,077,MESA,11,1257.8
2005,077,MESA,11,1253.2
2006,077,MESA,11,1248.6
2007,077,MESA,11,1244
2008,077,MESA,11,1337.4
2009,077,MESA,11,1430.8
2010,077,MESA,11,1524.2
2011,077,MESA,11,1617.6
2012,077,MESA,11,1711
2013,077,MESA,11,1758.2
2014,077,MESA,11,1805.4
2015,077,MESA,11,1852.6
2016,077,MESA,11,1899.8
2017,077,MESA,11,1947
2018,077,MESA,11,1994.4
2019,077,MESA,11,2041.8
2020,077,MESA,11,2089.2
2021,077,MESA,11,2136.6
2022,077,MESA,11,2184
2023,077,MESA,11,2184
2024,077,MESA,11,2184
2001,079,MINERAL,11,3
2002,079,MINERAL,11,3
2003,079,MINERAL,11,2.4
2004,079,MINERAL,11,1.7999999999999998
2005,079,MINERAL,11,1.2000000000000002
2006,079,MINERAL,11,0.5999999999999996
2007,079,MINERAL,11,0
2008,079,MINERAL,11,1.6
2009,079,MINERAL,11,3.2
2010,079,MINERAL,11,4.8
2011,079,MINERAL,11,6.4
2012,079,MINERAL,11,8
2013,079,MINERAL,11,7.6
2014,079,MINERAL,11,7.2
2015,079,MINERAL,11,6.8
2016,079,MINERAL,11,6.4
2017,079,MINERAL,11,6
2018,079,MINERAL,11,9
2019,079,MINERAL,11,12
2020,079,MINERAL,11,15
2021,079,MINERAL,11,18
2022,079,MINERAL,11,21
2023,079,MINERAL,11,21
2024,079,MINERAL,11,21
2001,081,MOFFAT,11,340
2002,081,MOFFAT,11,340
2003,081,MOFFAT,11,325.6
2004,081,MOFFAT,11,311.2
2005,081,MOFFAT,11,296.8
2006,081,MOFFAT,11,282.4
2007,081,MOFFAT,11,268
2008,081,MOFFAT,11,279.8
2009,081,MOFFAT,11,291.6
2010,081,MOFFAT,11,303.4
2011,081,MOFFAT,11,315.2
2012,081,MOFFAT,11,327
2013,081,MOFFAT,11,325.4
2014,081,MOFFAT,11,323.8
2015,081,MOFFAT,11,322.2
2016,081,MOFFAT,11,320.6
2017,081,MOFFAT,11,319
2018,081,MOFFAT,11,337.8
2019,081,MOFFAT,11,356.6
2020,081,MOFFAT,11,375.4
2021,081,MOFFAT,11,394.2
2022,081,MOFFAT,11,413
2023,081,MOFFAT,11,413
2024,081,MOFFAT,11,413
2001,083,MONTEZUMA,11,553
2002,083,MONTEZUMA,11,553
2003,083,MONTEZUMA,11,555.4
2004,083,MONTEZUMA,11,557.8
2005,083,MONTEZUMA,11,560.2
2006,083,MONTEZUMA,11,562.6
2007,083,MONTEZUMA,11,565
2008,083,MONTEZUMA,11,591.4
2009,083,MONTEZUMA,11,617.8
2010,083,MONTEZUMA,11,644.2
2011,083,MONTEZUMA,11,670.6
2012,083,MONTEZUMA,11,697
2013,083,MONTEZUMA,11,725
2014,083,MONTEZUMA,11,753
2015,083,MONTEZUMA,11,781
2016,083,MONTEZUMA,11,809
2017,083,MONTEZUMA,11,837
2018,083,MONTEZUMA,11,858
2019,083,MONTEZUMA,11,879
2020,083,MONTEZUMA,11,900
2021,083,MONTEZUMA,11,921
2022,083,MONTEZUMA,11,942
2023,083,MONTEZUMA,11,942
2024,083,MONTEZUMA,11,942
2001,085,MONTROSE,11,881
2002,085,MONTROSE,11,881
2003,085,MONTROSE,11,851.4
2004,085,MONTROSE,11,821.8
2005,085,MONTROSE,11,792.2
2006,085,MONTROSE,11,762.6
2007,085,MONTROSE,11,733
2008,085,MONTROSE,11,765.8
2009,085,MONTROSE,11,798.6
2010,085,MONTROSE,11,831.4
2011,085,MONTROSE,11,864.2
2012,085,MONTROSE,11,897
2013,085,MONTROSE,11,932.6
2014,085,MONTROSE,11,968.2
2015,085,MONTROSE,11,1003.8
2016,085,MONTROSE,11,1039.4
2017,085,MONTROSE,11,1075
2018,085,MONTROSE,11,1082.8
2019,085,MONTROSE,11,1090.6
2020,085,MONTROSE,11,1098.4
2021,085,MONTROSE,11,1106.2
2022,085,MONTROSE,11,1114
2023,085,MONTROSE,11,1114
2024,085,MONTROSE,11,1114
2001,087,MORGAN,11,1280
2002,087,MORGAN,11,1280
2003,087,MORGAN,11,1272.4
2004,087,MORGAN,11,1264.8
2005,087,MORGAN,11,1257.2
2006,087,MORGAN,11,1249.6
2007,087,MORGAN,11,1242
2008,087,MORGAN,11,1237.8
2009,087,MORGAN,11,1233.6
2010,087,MORGAN,11,1229.4
2011,087,MORGAN,11,1225.2
2012,087,MORGAN,11,1221
2013,087,MORGAN,11,1236.6
2014,087,MORGAN,11,1252.2
2015,087,MORGAN,11,1267.8
2016,087,MORGAN,11,1283.4
2017,087,MORGAN,11,1299
2018,087,MORGAN,11,1308.8
2019,087,MORGAN,11,1318.6
2020,087,MORGAN,11,1328.4
2021,087,MORGAN,11,1338.2
2022,087,MORGAN,11,1348
2023,087,MORGAN,11,1348
2024,087,MORGAN,11,1348
2001,089,OTERO,11,483
2002,089,OTERO,11,483
2003,089,OTERO,11,486.2
2004,089,OTERO,11,489.4
2005,089,OTERO,11,492.6
2006,089,OTERO,11,495.8
2007,089,OTERO,11,499
2008,089,OTERO,11,507
2009,089,OTERO,11,515
2010,089,OTERO,11,523
2011,089,OTERO,11,531
2012,089,OTERO,11,539
2013,089,OTERO,11,542.2
2014,089,OTERO,11,545.4
2015,089,OTERO,11,548.6
2016,089,OTERO,11,551.8
2017,089,OTERO,11,555
2018,089,OTERO,11,565.6
2019,089,OTERO,11,576.2
2020,089,OTERO,11,586.8
2021,089,OTERO,11,597.4
2022,089,OTERO,11,608
2023,089,OTERO,11,608
2024,089,OTERO,11,608
2001,091,OURAY,11,101
2002,091,OURAY,11,101
2003,091,OURAY,11,100.8
2004,091,OURAY,11,100.6
2005,091,OURAY,11,100.4
2006,091,OURAY,11,100.2
2007,091,OURAY,11,100
2008,091,OURAY,11,109
2009,091,OURAY,11,118
2010,091,OURAY,11,127
2011,091,OURAY,11,136
2012,091,OURAY,11,145
2013,091,OURAY,11,131.2
2014,091,OURAY,11,117.4
2015,091,OURAY,11,103.6
2016,091,OURAY,11,89.8
2017,091,OURAY,11,76
2018,091,OURAY,11,86.6
2019,091,OURAY,11,97.2
2020,091,OURAY,11,107.8
2021,091,OURAY,11,118.4
2022,091,OURAY,11,129
2023,091,OURAY,11,129
2024,091,OURAY,11,129
2001,093,PARK,11,176
2002,093,PARK,11,176
2003,093,PARK,11,173
2004,093,PARK,11,170
2005,093,PARK,11,167
2006,093,PARK,11,164
2007,093,PARK,11,161
2008,093,PARK,11,146.2
2009,093,PARK,11,131.4
2010,093,PARK,11,116.6
2011,093,PARK,11,101.8
2012,093,PARK,11,87
2013,093,PARK,11,107.6
2014,093,PARK,11,128.2
2015,093,PARK,11,148.8
2016,093,PARK,11,169.4
2017,093,PARK,11,190
2018,093,PARK,11,202.4
2019,093,PARK,11,214.8
2020,093,PARK,11,227.2
2021,093,PARK,11,239.6
2022,093,PARK,11,252
2023,093,PARK,11,252
2024,093,PARK,11,252
2001,095,PHILLIPS,11,476
2002,095,PHILLIPS,11,476
2003,095,PHILLIPS,11,450.2
2004,095,PHILLIPS,11,424.4
2005,095,PHILLIPS,11,398.6
2006,095,PHILLIPS,11,372.8
2007,095,PHILLIPS,11,347
2008,095,PHILLIPS,11,369.4
2009,095,PHILLIPS,11,391.8
2010,095,PHILLIPS,11,414.2
2011,095,PHILLIPS,11,436.6
2012,095,PHILLIPS,11,459
2013,095,PHILLIPS,11,461.2
2014,095,PHILLIPS,11,463.4
2015,095,PHILLIPS,11,465.6
2016,095,PHILLIPS,11,467.8
2017,095,PHILLIPS,11,470
2018,095,PHILLIPS,11,501.6
2019,095,PHILLIPS,11,533.2
2020,095,PHILLIPS,11,564.8
2021,095,PHILLIPS,11,596.4
2022,095,PHILLIPS,11,628
2023,095,PHILLIPS,11,628
2024,095,PHILLIPS,11,628
2001,097,PITKIN,11,66
2002,097,PITKIN,11,66
2003,097,PITKIN,11,67.8
2004,097,PITKIN,11,69.6
2005,097,PITKIN,11,71.4
2006,097,PITKIN,11,73.2
2007,097,PITKIN,11,75
2008,097,PITKIN,11,78.6
2009,097,PITKIN,11,82.2
2010,097,PITKIN,11,85.8
2011,097,PITKIN,11,89.4
2012,097,PITKIN,11,93
2013,097,PITKIN,11,87.8
2014,097,PITKIN,11,82.6
2015,097,PITKIN,11,77.4
2016,097,PITKIN,11,72.2
2017,097,PITKIN,11,67
2018,097,PITKIN,11,98.2
2019,097,PITKIN,11,129.4
2020,097,PITKIN,11,160.6
2021,097,PITKIN,11,191.8
2022,097,PITKIN,11,223
2023,097,PITKIN,11,223
2024,097,PITKIN,11,223
2001,099,PROWERS,11,714
2002,099,PROWERS,11,714
2003,099,PROWERS,11,683
2004,099,PROWERS,11,652
2005,099,PROWERS,11,621
2006,099,PROWERS,11,590
2007,099,PROWERS,11,559
2008,099,PROWERS,11,566.8
2009,099,PROWERS,11,574.6
2010,099,PROWERS,11,582.4
2011,099,PROWERS,11,590.2
2012,099,PROWERS,11,598
2013,099,PROWERS,11,605
2014,099,PROWERS,11,612
2015,099,PROWERS,11,619
2016,099,PROWERS,11,626
2017,099,PROWERS,11,633
2018,099,PROWERS,11,646
2019,099,PROWERS,11,659
2020,099,PROWERS,11,672
2021,099,PROWERS,11,685
2022,099,PROWERS,11,698
2023,099,PROWERS,11,698
2024,099,PROWERS,11,698
2001,101,PUEBLO,11,707
2002,101,PUEBLO,11,707
2003,101,PUEBLO,11,677.8
2004,101,PUEBLO,11,648.6
2005,101,PUEBLO,11,619.4
2006,101,PUEBLO,11,590.2
2007,101,PUEBLO,11,561
2008,101,PUEBLO,11,601.6
2009,101,PUEBLO,11,642.2
2010,101,PUEBLO,11,682.8
2011,101,PUEBLO,11,723.4
2012,101,PUEBLO,11,764
2013,101,PUEBLO,11,776.4
2014,101,PUEBLO,11,788.8
2015,101,PUEBLO,11,801.2
2016,101,PUEBLO,11,813.6
2017,101,PUEBLO,11,826
2018,101,PUEBLO,11,809.6
2019,101,PUEBLO,11,793.2
2020,101,PUEBLO,11,776.8
2021,101,PUEBLO,11,760.4
2022,101,PUEBLO,11,744
2023,101,PUEBLO,11,744
2024,101,PUEBLO,11,744
2001,103,RIO BLANCO,11,270
2002,103,RIO BLANCO,11,270
2003,103,RIO BLANCO,11,261.8
2004,103,RIO BLANCO,11,253.6
2005,103,RIO BLANCO,11,245.4
2006,103,RIO BLANCO,11,237.2
2007,103,RIO BLANCO,11,229
2008,103,RIO BLANCO,11,250.6
2009,103,RIO BLANCO,11,272.2
2010,103,RIO BLANCO,11,293.8
2011,103,RIO BLANCO,11,315.4
2012,103,RIO BLANCO,11,337
2013,103,RIO BLANCO,11,335.8
2014,103,RIO BLANCO,11,334.6
2015,103,RIO BLANCO,11,333.4
2016,103,RIO BLANCO,11,332.2
2017,103,RIO BLANCO,11,331
2018,103,RIO BLANCO,11,334.4
2019,103,RIO BLANCO,11,337.8
2020,103,RIO BLANCO,11,341.2
2021,103,RIO BLANCO,11,344.6
2022,103,RIO BLANCO,11,348
2023,103,RIO BLANCO,11,348
2024,103,RIO BLANCO,11,348
2001,105,RIO GRANDE,11,526
2002,105,RIO GRANDE,11,526
2003,105,RIO GRANDE,11,518.6
2004,105,RIO GRANDE,11,511.2
2005,105,RIO GRANDE,11,503.8
2006,105,RIO GRANDE,11,496.4
2007,105,RIO GRANDE,11,489
2008,105,RIO GRANDE,11,489.8
2009,105,RIO GRANDE,11,490.6
2010,105,RIO GRANDE,11,491.4
2011,105,RIO GRANDE,11,492.2
2012,105,RIO GRANDE,11,493
2013,105,RIO GRANDE,11,496.8
2014,105,RIO GRANDE,11,500.6
2015,105,RIO GRANDE,11,504.4
2016,105,RIO GRANDE,11,508.2
2017,105,RIO GRANDE,11,512
2018,105,RIO GRANDE,11,538
2019,105,RIO GRANDE,11,564
2020,105,RIO GRANDE,11,590
2021,105,RIO GRANDE,11,616
2022,105,RIO GRANDE,11,642
2023,105,RIO GRANDE,11,642
2024,105,RIO GRANDE,11,642
2001,107,ROUTT,11,488
2002,107,ROUTT,11,488
2003,107,ROUTT,11,457.2
2004,107,ROUTT,11,426.4
2005,107,ROUTT,11,395.6
2006,107,ROUTT,11,364.8
2007,107,ROUTT,11,334
2008,107,ROUTT,11,371
2009,107,ROUTT,11,408
2010,107,ROUTT,11,445
2011,107,ROUTT,11,482
2012,107,ROUTT,11,519
2013,107,ROUTT,11,556
2014,107,ROUTT,11,593
2015,107,ROUTT,11,630
2016,107,ROUTT,11,667
2017,107,ROUTT,11,704
2018,107,ROUTT,11,716.4
2019,107,ROUTT,11,728.8
2020,107,ROUTT,11,741.2
2021,107,ROUTT,11,753.6
2022,107,ROUTT,11,766
2023,107,ROUTT,11,766
2024,107,ROUTT,11,766
2001,109,SAGUACHE,11,624
2002,109,SAGUACHE,11,624
2003,109,SAGUACHE,11,587
2004,109,SAGUACHE,11,550
2005,109,SAGUACHE,11,513
2006,109,SAGUACHE,11,476
2007,109,SAGUACHE,11,439
2008,109,SAGUACHE,11,438.2
2009,109,SAGUACHE,11,437.4
2010,109,SAGUACHE,11,436.6
2011,109,SAGUACHE,11,435.8
2012,109,SAGUACHE,11,435
2013,109,SAGUACHE,11,440.6
2014,109,SAGUACHE,11,446.2
2015,109,SAGUACHE,11,451.8
2016,109,SAGUACHE,11,457.4
2017,109,SAGUACHE,11,463
2018,109,SAGUACHE,11,480.8
2019,109,SAGUACHE,11,498.6
2020,109,SAGUACHE,11,516.4
2021,109,SAGUACHE,11,534.2
2022,109,SAGUACHE,11,552
2023,109,SAGUACHE,11,552
2024,109,SAGUACHE,11,552
2001,111,SAN JUAN,11,1
2002,111,SAN JUAN,11,1
2003,111,SAN JUAN,11,0.8
2004,111,SAN JUAN,11,0.6
2005,111,SAN JUAN,11,0.4
2006,111,SAN JUAN,11,0.19999999999999996
2007,111,SAN JUAN,11,0
2008,111,SAN JUAN,11,0
2009,111,SAN JUAN,11,0
2010,111,SAN JUAN,11,0
2011,111,SAN JUAN,11,0
2012,111,SAN JUAN,11,0
2013,111,SAN JUAN,11,0
2014,111,SAN JUAN,11,0
2015,111,SAN JUAN,11,0
2016,111,SAN JUAN,11,0
2017,111,SAN JUAN,11,0
2018,111,SAN JUAN,11,0
2019,111,SAN JUAN,11,0
2020,111,SAN JUAN,11,0
2021,111,SAN JUAN,11,0
2022,111,SAN JUAN,11,0
2023,111,SAN JUAN,11,0
2024,111,SAN JUAN,11,0
2001,113,SAN MIGUEL,11,88
2002,113,SAN MIGUEL,11,88
2003,113,SAN MIGUEL,11,86
2004,113,SAN MIGUEL,11,84
2005,113,SAN MIGUEL,11,82
2006,113,SAN MIGUEL,11,80
2007,113,SAN MIGUEL,11,78
2008,113,SAN MIGUEL,11,75.6
2009,113,SAN MIGUEL,11,73.2
2010,113,SAN MIGUEL,11,70.8
2011,113,SAN MIGUEL,11,68.4
2012,113,SAN MIGUEL,11,66
2013,113,SAN MIGUEL,11,68
2014,113,SAN MIGUEL,11,70
2015,113,SAN MIGUEL,11,72
2016,113,SAN MIGUEL,11,74
2017,113,SAN MIGUEL,11,76
2018,113,SAN MIGUEL,11,85.8
2019,113,SAN MIGUEL,11,95.6
2020,113,SAN MIGUEL,11,105.4
2021,113,SAN MIGUEL,11,115.2
2022,113,SAN MIGUEL,11,125
2023,113,SAN MIGUEL,11,125
2024,113,SAN MIGUEL,11,125
2001,115,SEDGWICK,11,311
2002,115,SEDGWICK,11,311
2003,115,SEDGWICK,11,307.8
2004,115,SEDGWICK,11,304.6
2005,115,SEDGWICK,11,301.4
2006,115,SEDGWICK,11,298.2
2007,115,SEDGWICK,11,295
2008,115,SEDGWICK,11,303.6
2009,115,SEDGWICK,11,312.2
2010,115,SEDGWICK,11,320.8
2011,115,SEDGWICK,11,329.4
2012,115,SEDGWICK,11,338
2013,115,SEDGWICK,11,341
2014,115,SEDGWICK,11,344
2015,115,SEDGWICK,11,347
2016,115,SEDGWICK,11,350
2017,115,SEDGWICK,11,353
2018,115,SEDGWICK,11,350.8
2019,115,SEDGWICK,11,348.6
2020,115,SEDGWICK,11,346.4
2021,115,SEDGWICK,11,344.2
2022,115,SEDGWICK,11,342
2023,115,SEDGWICK,11,342
2024,115,SEDGWICK,11,342
2001,117,SUMMIT,11,34
2002,117,SUMMIT,11,34
2003,117,SUMMIT,11,35.6
2004,117,SUMMIT,11,37.2
2005,117,SUMMIT,11,38.8
2006,117,SUMMIT,11,40.4
2007,117,SUMMIT,11,42
2008,117,SUMMIT,11,43.8
2009,117,SUMMIT,11,45.6
2010,117,SUMMIT,11,47.4
2011,117,SUMMIT,11,49.2
2012,117,SUMMIT,11,51
2013,117,SUMMIT,11,53.4
2014,117,SUMMIT,11,55.8
2015,117,SUMMIT,11,58.2
2016,117,SUMMIT,11,60.6
2017,117,SUMMIT,11,63
2018,117,SUMMIT,11,60.8
2019,117,SUMMIT,11,58.6
2020,117,SUMMIT,11,56.4
2021,117,SUMMIT,11,54.2
2022,117,SUMMIT,11,52
2023,117,SUMMIT,11,52
2024,117,SUMMIT,11,52
2001,119,TELLER,11,64
2002,119,TELLER,11,64
2003,119,TELLER,11,59.8
2004,119,TELLER,11,55.6
2005,119,TELLER,11,51.4
2006,119,TELLER,11,47.2
2007,119,TELLER,11,43
2008,119,TELLER,11,44
2009,119,TELLER,11,45
2010,119,TELLER,11,46
2011,119,TELLER,11,47
2012,119,TELLER,11,48
2013,119,TELLER,11,57.8
2014,119,TELLER,11,67.6
2015,119,TELLER,11,77.4
2016,119,TELLER,11,87.2
2017,119,TELLER,11,97
2018,119,TELLER,11,98.6
2019,119,TELLER,11,100.2
2020,119,TELLER,11,101.8
2021,119,TELLER,11,103.4
2022,119,TELLER,11,105
2023,119,TELLER,11,105
2024,119,TELLER,11,105
2001,121,WASHINGTON,11,883
2002,121,WASHINGTON,11,883
2003,121,WASHINGTON,11,832.6
2004,121,WASHINGTON,11,782.2
2005,121,WASHINGTON,11,731.8
2006,121,WASHINGTON,11,681.4
2007,121,WASHINGTON,11,631
2008,121,WASHINGTON,11,634.2
2009,121,WASHINGTON,11,637.4
2010,121,WASHINGTON,11,640.6
2011,121,WASHINGTON,11,643.8
2012,121,WASHINGTON,11,647
2013,121,WASHINGTON,11,687.6
2014,121,WASHINGTON,11,728.2
2015,121,WASHINGTON,11,768.8
2016,121,WASHINGTON,11,809.4
2017,121,WASHINGTON,11,850
2018,121,WASHINGTON,11,874.4
2019,121,WASHINGTON,11,898.8
2020,121,WASHINGTON,11,923.2
2021,121,WASHINGTON,11,947.6
2022,121,WASHINGTON,11,972
2023,121,WASHINGTON,11,972
2024,121,WASHINGTON,11,972
2001,123,WELD,11,5026
2002,123,WELD,11,5026
2003,123,WELD,11,5028
2004,123,WELD,11,5030
2005,123,WELD,11,5032
2006,123,WELD,11,5034
2007,123,WELD,11,5036
2008,123,WELD,11,5011.8
2009,123,WELD,11,4987.6
2010,123,WELD,11,4963.4
2011,123,WELD,11,4939.2
2012,123,WELD,11,4915
2013,123,WELD,11,5027.4
2014,123,WELD,11,5139.8
2015,123,WELD,11,5252.2
2016,123,WELD,11,5364.6
2017,123,WELD,11,5477
2018,123,WELD,11,5614.6
2019,123,WELD,11,5752.2
2020,123,WELD,11,5889.8
2021,123,WELD,11,6027.4
2022,123,WELD,11,6165
2023,123,WELD,11,6165
2024,123,WELD,11,6165
2001,125,YUMA,11,1645
2002,125,YUMA,11,1645
2003,125,YUMA,11,1594.4
2004,125,YUMA,11,1543.8
2005,125,YUMA,11,1493.2
2006,125,YUMA,11,1442.6
2007,125,YUMA,11,1392
2008,125,YUMA,11,1399.2
2009,125,YUMA,11,1406.4
2010,125,YUMA,11,1413.6
2011,125,YUMA,11,1420.8
2012,125,YUMA,11,1428
2013,125,YUMA,11,1446.4
2014,125,YUMA,11,1464.8
2015,125,YUMA,11,1483.2
2016,125,YUMA,11,1501.6
2017,125,YUMA,11,1520
2018,125,YUMA,11,1547.6
2019,125,YUMA,11,1575.2
2020,125,YUMA,11,1602.8
2021,125,YUMA,11,1630.4
2022,125,YUMA,11,1658
2023,125,YUMA,11,1658
2024,125,YUMA,11,1658
